Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit,LAT,LONG
2355,CA-2015-111514,2015-08-31,2015-08-31,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,Not,137.24,5,0.2,30.0,37.7749295,-122.3943
2356,CA-2015-111514,2015-08-31,2015-08-31,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,Not,36.51,1,0.0,15.6993,37.7749295,-122.3943
2357,CA-2015-111514,2015-08-31,2015-08-31,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,Not,239.976,3,0.2,30.0,37.7749295,-122.3943
2358,US-2014-148838,2014-03-17,2014-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,Chuck Magee,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,Not,250.0,7,0.4,0.0,40.712775,-73.9813
2359,US-2014-148838,2014-03-17,2014-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,Chuck Magee,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,Not,250.0,4,0.4,0.0,40.712775,-73.9813
2360,US-2014-148838,2014-03-17,2014-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,Chuck Magee,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",Not,250.0,3,0.4,0.0,40.712775,-73.9813
2361,US-2014-148838,2014-03-17,2014-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,Chuck Magee,OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,Not,34.86,7,0.0,16.3842,40.712775,-73.9813
2362,US-2014-148838,2014-03-17,2014-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,Chuck Magee,OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,Not,155.04,4,0.0,30.0,40.712775,-73.9813
2363,CA-2017-136497,2017-04-16,2017-04-20,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,Not,13.71,5,0.7,0.0,39.963273,-83.048021
2364,US-2016-108637,2016-03-13,2016-03-18,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,Cassandra Brandow,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Not,127.88,2,0.0,30.0,38.138835,-78.6098
2365,US-2016-108637,2016-03-13,2016-03-18,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,Cassandra Brandow,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Not,160.32,2,0.0,30.0,38.138835,-78.6098
2366,US-2016-108637,2016-03-13,2016-03-18,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,Cassandra Brandow,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,Not,46.0,4,0.0,20.7,38.138835,-78.6098
2367,CA-2014-102295,2014-11-24,2014-11-26,Second Class,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823,West,Anna Andreadi,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",Not,120.712,1,0.2,0.0,38.5816,-121.4588
2368,CA-2017-123659,2017-10-02,2017-10-02,First Class,MN-17935,Michael Nguyen,Consumer,United States,Clinton,Maryland,20735,East,Chuck Magee,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Not,23.12,4,0.0,11.3288,39.6838,-73.5647
2369,US-2016-129469,2016-09-23,2016-09-27,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,45014,East,Chuck Magee,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Not,250.0,6,0.2,0.0,41.172,-73.26514
2370,US-2016-129469,2016-09-23,2016-09-27,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,45014,East,Chuck Magee,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",Not,4.912,2,0.2,0.307,41.172,-73.26514
2371,CA-2017-155152,2017-07-07,2017-09-07,Second Class,MP-17965,Michael Paige,Corporate,United States,Warwick,Rhode Island,2886,East,Chuck Magee,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,Not,250.0,4,0.0,30.0,41.9735515,-73.5486
2372,CA-2016-159940,2016-07-07,2016-11-07,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,Kelly Williams,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,Not,60.288,8,0.6,0.0,39.7887,-97.152999
2373,CA-2016-159940,2016-07-07,2016-11-07,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,Kelly Williams,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,Not,2.632,1,0.2,0.8225,39.7887,-97.152999
2374,CA-2016-159940,2016-07-07,2016-11-07,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,Kelly Williams,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,Not,23.688,9,0.2,7.6986,39.7887,-97.152999
2375,CA-2016-159940,2016-07-07,2016-11-07,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,Kelly Williams,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,Not,250.0,2,0.3,0.0,39.7887,-97.152999
2376,CA-2017-119669,2017-01-24,2017-01-30,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Smyrna,Georgia,30080,South,Cassandra Brandow,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,Not,5.67,3,0.0,0.1134,33.809806,-84.741305
2377,US-2014-164616,2014-08-19,2014-08-21,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,Not,76.776,4,0.7,0.0,39.963273,-83.048021
2378,US-2014-164616,2014-08-19,2014-08-21,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,Not,9.184,2,0.2,1.148,39.963273,-83.048021
2379,CA-2015-148628,2015-06-12,2015-11-12,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Thousand Oaks,California,91360,West,Anna Andreadi,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Not,32.75,5,0.0,15.065,34.177031,-118.832747
2380,CA-2016-118052,2016-06-05,2016-10-05,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,Chuck Magee,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,Not,7.216,2,0.2,1.7138,41.463561,-82.040545
2381,CA-2016-118052,2016-06-05,2016-10-05,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,Chuck Magee,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,Not,49.568,2,0.2,15.49,41.463561,-82.040545
2382,CA-2016-118052,2016-06-05,2016-10-05,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,Chuck Magee,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,Not,54.712,7,0.2,11.6263,41.463561,-82.040545
2383,US-2017-117534,2017-03-25,2017-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,Anna Andreadi,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Not,176.04,4,0.0,30.0,36.763871,-119.76685
2384,US-2017-117534,2017-03-25,2017-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,Anna Andreadi,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,Not,16.02,9,0.0,4.4856,36.763871,-119.76685
2385,US-2017-117534,2017-03-25,2017-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,Anna Andreadi,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,Not,185.92,4,0.2,30.0,36.763871,-119.76685
2386,US-2017-117534,2017-03-25,2017-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,Anna Andreadi,TEC-PH-10000141,Technology,Phones,Clearsounds A400,Not,211.168,4,0.2,15.8376,36.763871,-119.76685
2387,US-2017-117534,2017-03-25,2017-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,Anna Andreadi,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,Not,250.0,2,0.2,30.0,36.763871,-119.76685
2388,CA-2015-145065,2015-12-12,2015-12-15,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,OFF-FA-10001229,Office Supplies,Fasteners,Staples,Not,7.86,2,0.0,3.6156,32.7157,-117.1625
2389,CA-2015-145065,2015-12-12,2015-12-15,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,Not,24.448,2,0.2,8.8624,32.7157,-117.1625
2390,US-2015-127040,2015-06-12,2015-10-12,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,Chuck Magee,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,Not,6.48,1,0.0,3.1104,40.712775,-73.9813
2391,US-2015-127040,2015-06-12,2015-10-12,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,Chuck Magee,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,Not,41.86,7,0.0,20.5114,40.712775,-73.9813
2392,US-2015-127040,2015-06-12,2015-10-12,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,Chuck Magee,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Not,250.0,9,0.0,30.0,40.712775,-73.9813
2393,US-2015-127040,2015-06-12,2015-10-12,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,Chuck Magee,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",Not,113.92,4,0.0,30.0,40.712775,-73.9813
2394,CA-2016-128111,2016-03-17,2016-03-23,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Malden,Massachusetts,2148,East,Chuck Magee,OFF-AR-10000588,Office Supplies,Art,Newell 345,Not,39.68,2,0.0,10.3168,42.3864,-71.120896
2395,CA-2015-137897,2015-11-14,2015-11-19,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,Chuck Magee,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,Not,37.6,2,0.0,2.256,40.712775,-73.9813
2396,CA-2015-137897,2015-11-14,2015-11-19,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,Chuck Magee,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Not,59.9,2,0.0,23.96,40.712775,-73.9813
2397,CA-2015-137897,2015-11-14,2015-11-19,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,Chuck Magee,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Not,37.0,5,0.0,16.65,40.712775,-73.9813
2398,CA-2017-169264,2017-08-14,2017-08-16,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,Not,5.76,2,0.0,2.8224,37.7749295,-122.3943
2399,CA-2017-169264,2017-08-14,2017-08-16,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-AR-10000246,Office Supplies,Art,Newell 318,Not,16.68,6,0.0,4.3368,37.7749295,-122.3943
2400,CA-2017-147361,2017-09-09,2017-09-15,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501,South,Cassandra Brandow,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,Not,250.0,7,0.0,12.5762,38.846621,-87.58508
2401,CA-2017-147361,2017-09-09,2017-09-15,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501,South,Cassandra Brandow,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,Not,56.45,5,0.0,14.677,38.846621,-87.58508
2402,CA-2017-145877,2017-01-04,2017-04-04,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,Kelly Williams,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,Not,94.2,6,0.0,23.55,42.096144,-89.640664
2403,CA-2017-145877,2017-01-04,2017-04-04,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,Kelly Williams,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,Not,28.4,5,0.0,13.348,42.096144,-89.640664
2404,US-2016-110170,2016-09-27,2016-09-27,Standard Class,HM-14860,Harry Marie,Corporate,United States,Huntsville,Texas,77340,Central,Kelly Williams,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,Not,250.0,7,0.32,0.0,34.7655,-86.5796
2405,CA-2017-108574,2017-07-10,2017-11-10,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,Not,250.0,9,0.0,30.0,34.052235,-118.253751
2406,CA-2017-108574,2017-07-10,2017-11-10,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,Not,128.744,7,0.2,0.0,34.052235,-118.253751
2407,CA-2017-108574,2017-07-10,2017-11-10,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Not,79.92,10,0.2,26.973,34.052235,-118.253751
2408,CA-2017-144589,2017-01-20,2017-01-25,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,Not,24.2,5,0.0,7.986,37.7749295,-122.3943
2409,CA-2017-144589,2017-01-20,2017-01-25,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Not,250.0,3,0.2,30.0,37.7749295,-122.3943
2410,CA-2017-155985,2017-03-23,2017-03-25,First Class,BE-11335,Bill Eplett,Home Office,United States,San Francisco,California,94122,West,Anna Andreadi,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,Not,211.84,8,0.0,30.0,37.7749295,-122.3943
2411,CA-2014-162684,2014-01-08,2014-06-08,Standard Class,AS-10630,Ann Steele,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Not,5.68,2,0.2,1.917,39.952369,-75.1697981
2412,CA-2015-142041,2015-07-06,2015-09-06,Second Class,EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,Not,7.52,5,0.2,2.632,34.052235,-118.253751
2413,CA-2014-151295,2014-12-11,2014-12-11,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,Not,11.96,2,0.0,5.8604,34.052235,-118.253751
2414,CA-2014-151295,2014-12-11,2014-12-11,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,Not,250.0,3,0.2,30.0,34.052235,-118.253751
2415,CA-2016-156300,2016-12-29,2017-02-01,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Kelly Williams,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",Not,250.0,5,0.0,30.0,43.037359,-87.9077595
2416,CA-2015-146087,2015-06-07,2015-11-07,Standard Class,PP-18955,Paul Prost,Home Office,United States,Holyoke,Massachusetts,1040,East,Chuck Magee,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,Not,250.0,2,0.0,30.0,42.2072,-72.573637
2417,CA-2017-168655,2017-12-10,2017-12-10,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105,West,Anna Andreadi,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,Not,250.0,5,0.0,30.0,35.083333,-106.613234
2418,CA-2017-168655,2017-12-10,2017-12-10,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105,West,Anna Andreadi,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,Not,79.872,3,0.2,29.952,35.083333,-106.613234
2419,CA-2016-107202,2016-05-21,2016-05-28,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Sparks,Nevada,89431,West,Anna Andreadi,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,Not,250.0,10,0.2,30.0,39.5524,-119.512828
2420,CA-2017-159597,2017-09-11,2017-11-14,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236,West,Anna Andreadi,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Not,63.56,2,0.0,3.178,33.7055,-116.250022
2421,CA-2017-159597,2017-09-11,2017-11-14,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236,West,Anna Andreadi,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Not,99.99,1,0.0,30.0,33.7055,-116.250022
2422,CA-2016-155551,2016-04-18,2016-04-23,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,60126,Central,Kelly Williams,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,Not,230.376,3,0.2,0.0,40.7670881,-73.8619
2423,CA-2016-155551,2016-04-18,2016-04-23,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,60126,Central,Kelly Williams,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",Not,9.664,2,0.2,3.2616,40.7670881,-73.8619
2424,US-2017-147669,2017-12-25,2017-12-30,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,Chuck Magee,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,Not,158.928,7,0.2,30.0,41.172,-73.26514
2425,US-2017-147669,2017-12-25,2017-12-30,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,Chuck Magee,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,Not,13.023,1,0.7,0.0,41.172,-73.26514
2426,US-2017-147669,2017-12-25,2017-12-30,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,Chuck Magee,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,Not,250.0,2,0.4,0.0,41.172,-73.26514
2427,US-2017-147669,2017-12-25,2017-12-30,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,Chuck Magee,OFF-FA-10002975,Office Supplies,Fasteners,Staples,Not,39.312,13,0.2,12.7764,41.172,-73.26514
2428,CA-2016-169922,2016-11-06,2016-11-06,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,Kelly Williams,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,Not,1.344,4,0.8,0.0,38.891999,-96.873986
2429,CA-2016-169922,2016-11-06,2016-11-06,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,Kelly Williams,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,Not,8.272,4,0.8,0.0,38.891999,-96.873986
2430,CA-2016-169922,2016-11-06,2016-11-06,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,Kelly Williams,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",Not,12.544,7,0.6,0.0,38.891999,-96.873986
2431,CA-2017-100748,2017-05-13,2017-05-20,Standard Class,RB-19795,Ross Baird,Home Office,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Not,58.48,8,0.0,27.4856,37.7749295,-122.3943
2432,CA-2017-129805,2017-12-28,2018-02-01,Standard Class,HM-14860,Harry Marie,Corporate,United States,Seattle,Washington,98103,West,Anna Andreadi,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,Not,7.4,2,0.0,3.034,47.6062,-122.3333
2433,CA-2014-148586,2014-03-25,2014-03-25,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10009,East,Chuck Magee,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Not,250.0,7,0.1,30.0,40.712775,-73.9813
2434,US-2017-112613,2017-05-28,2017-05-28,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Houston,Texas,77070,Central,Kelly Williams,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,Not,54.368,4,0.2,4.0776,29.7604,-95.369803
2435,CA-2015-154746,2015-11-14,2015-11-17,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153,South,Cassandra Brandow,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Not,33.96,2,0.0,16.98,42.096144,-89.640664
2436,CA-2015-154746,2015-11-14,2015-11-17,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153,South,Cassandra Brandow,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Not,250.0,3,0.0,30.0,42.096144,-89.640664
2437,CA-2017-140053,2017-03-07,2017-10-07,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Farmington,New Mexico,87401,West,Anna Andreadi,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Yes,250.0,9,0.0,30.0,37.133,-87.6666666
2438,CA-2014-164210,2014-11-18,2014-11-20,Second Class,PW-19240,Pierre Wener,Consumer,United States,Louisville,Colorado,80027,West,Anna Andreadi,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,Not,145.98,2,0.5,0.0,38.252945,-85.638066
2439,CA-2014-164210,2014-11-18,2014-11-20,Second Class,PW-19240,Pierre Wener,Consumer,United States,Louisville,Colorado,80027,West,Anna Andreadi,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Not,35.808,4,0.2,12.5328,38.252945,-85.638066
2440,CA-2017-139948,2017-07-17,2017-07-22,Standard Class,SW-20455,Shaun Weien,Consumer,United States,Tampa,Florida,33614,South,Cassandra Brandow,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Not,7.904,2,0.2,2.1736,27.962646,-82.449951
2441,CA-2016-146934,2016-05-22,2016-05-27,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,Chuck Magee,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,Not,250.0,5,0.0,30.0,40.86002,-74.13163
2442,CA-2016-146934,2016-05-22,2016-05-27,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,Chuck Magee,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,Not,174.286,2,0.3,0.0,40.86002,-74.13163
2443,CA-2016-146934,2016-05-22,2016-05-27,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,Chuck Magee,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,Not,250.0,4,0.0,30.0,40.86002,-74.13163
2444,CA-2016-146934,2016-05-22,2016-05-27,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,Chuck Magee,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,Not,95.1,5,0.0,30.0,40.86002,-74.13163
2445,CA-2016-146934,2016-05-22,2016-05-27,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,Chuck Magee,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,Not,26.88,6,0.0,12.9024,40.86002,-74.13163
2446,CA-2016-146934,2016-05-22,2016-05-27,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,Chuck Magee,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,Not,250.0,2,0.0,30.0,40.86002,-74.13163
2447,CA-2015-100573,2015-09-25,2015-09-25,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Not,17.48,2,0.0,8.2156,34.052235,-118.253751
2448,CA-2016-119165,2016-10-31,2016-10-31,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,Not,250.0,5,0.3,0.0,39.952369,-75.1697981
